PT-is 1
PT-pt 1769
PT-ro 2
PT-ht 4
PT-da 2
PT-pl 6
PT-it 17
PT-nl 4
PT-in 9
PT-cs 1
PT-hi 1
PT-tr 4
PT-lv 2
PT-ru 2
PT-fr 8
PT-fi 1
PT-en 251
PT-de 2
PT-und 141
PT-sv 2
PT-es 85
PT-et 5
PT-lt 1
PT-hu 2
PT-cy 4
PY-it 5
PY-in 6
PY-eu 2
PY-et 4
PY-lt 1
PY-cy 1
PY-en 33
PY-ht 1
PY-und 66
PY-pt 27
PY-ro 4
PY-tl 4
PY-es 501
PY-fr 1
PY-nl 1
QA-nl 1
QA-ht 1
QA-ur 1
QA-ja 2
QA-ar 382
QA-es 2
QA-en 94
QA-el 1
QA-si 3
QA-in 6
QA-hi 2
QA-sv 1
QA-und 69
QA-ne 1
QA-ta 2
QA-bn 1
QA-no 1
QA-tl 10
QA-cs 1
RE-en 2
RE-und 2
RE-fr 13
RO-tl 1
RO-fr 1
RO-ht 1
RO-ru 6
RO-pl 1
RO-cs 1
RO-de 1
RO-ro 20
RO-und 16
RO-in 1
RO-ar 1
RO-es 17
RO-hi 1
RO-tr 3
RO-en 63
RO-ja 1
RO-lv 1
RS-in 2
RS-ja 1
RS-ht 2
RS-lv 5
RS-cs 4
RS-tr 5
RS-sr 18
RS-lt 1
RS-pt 1
RS-en 30
RS-it 3
RS-sl 10
RS-und 214
RS-fi 1
RS-tl 2
RS-pl 4
RS-es 4
RS-ru 1
RU-cs 3
RU-nl 2
RU-sv 1
RU-et 6
RU-tr 12
RU-tl 2
RU-th 2
RU-el 1
RU-no 1
RU-lt 1
RU-it 1
RU-es 21
RU-fi 31
RU-ar 2
RU-de 3
RU-hi 1
RU-sr 3
RU-bg 14
RU-ro 2
RU-da 3
RU-uk 35
RU-en 181
RU-ja 5
RU-in 6
RU-ht 3
RU-ko 1
RU-sl 1
RU-und 300
RU-pt 6
RU-ru 3180
RU-fr 2
RW-und 1
RW-tl 3
RW-in 2
RW-en 20
RW-ht 1
RW-fr 1
SA-ta 1
SA-ar 4999
SA-und 722
SA-en 290
SA-nl 1
SA-pt 1
SA-th 1
SA-ur 16
SA-gu 2
SA-in 19
SA-hi 7
SA-fr 1
SA-tr 5
SA-lv 1
SA-tl 30
SA-pl 1
SA-sl 1
SA-ko 1
SA-bn 2
SA-et 4
SA-ht 4
SA-fi 2
SA-fa 2
SA-ml 1
SA-ne 1
SA-es 6
SC-en 1
SD-tr 1
SD-ar 73
SD-ja 1
SD-in 1
SD-und 17
SD-et 2
SD-en 26
SD-da 1
SD-pt 1
SD-nl 1
SE-sv 449
SE-pt 4
SE-nl 1
SE-in 1
SE-ru 3
SE-vi 1
SE-da 7
SE-pl 11
SE-ja 4
SE-de 8
SE-fi 19
SE-tr 5
SE-fr 8
SE-et 1
SE-tl 3
SE-no 5
SE-fa 3
SE-hu 4
SE-is 5
SE-th 5
SE-ro 1
SE-hi 1
SE-cs 2
SE-ht 3
SE-ur 2
SE-ko 1
SE-lv 1
SE-ckb 1
SE-es 13
SE-und 68
SE-en 217
SG-es 9
SG-ro 1
SG-in 45
SG-lv 1
SG-de 1
SG-tr 2
SG-fr 4
SG-und 54
SG-tl 35
SG-fi 2
SG-it 2
SG-ht 2
SG-ko 2
SG-ru 4
SG-cs 1
SG-en 474
SG-zh 4
SG-et 4
SG-cy 1
SG-ja 11
SG-fa 1
SG-pt 5
SG-is 2
SG-th 6
SG-ta 4
SG-sv 2
SI-et 1
SI-pl 1
SI-fr 1
SI-tl 1
SI-tr 1
SI-und 11
SI-th 1
SI-sl 30
SI-it 1
SI-en 13
SK-und 9
SK-fr 1
SK-ja 1
SK-cs 2
SK-ru 1
SK-it 1
SK-en 26
SK-cy 1
SK-fi 1
SK-de 1
SL-en 3
SM-und 1
SN-fr 24
SN-es 1
SN-in 10
SN-lt 1
SN-cs 1
SN-hi 1
SN-eu 2
SN-pt 2
SN-vi 1
SN-it 1
SN-nl 3
SN-tl 2
SN-und 9
SN-ar 1
SN-ht 8
SN-is 2
SN-en 16
SN-fi 1
SO-es 1
SO-en 5
SO-vi 1
SO-tr 1
SO-in 1
SO-tl 3
SO-und 1
SR-da 1
SR-es 2
SR-nl 2
SR-et 1
SR-en 5
ST-en 2
SV-und 9
SV-pt 2
SV-en 6
SV-es 119
SV-it 3
SX-fr 1
SX-nl 1
SX-en 2
SY-iw 1
SY-en 4
SY-ja 1
SY-und 2
SY-ru 1
SY-fr 1
SY-ar 24
SZ-en 7
TC-en 9
TD-fr 2
TD-tr 1
TD-es 1
TD-ht 1
TG-und 1
TG-fr 2
TH-vi 41
TH-hi 8
TH-nl 1
TH-pt 3
TH-is 1
TH-sv 1
TH-und 363
TH-in 102
TH-it 2
TH-cs 1
TH-es 10
TH-no 2
TH-tr 1
TH-et 44
TH-fr 2
TH-zh 6
TH-de 5
TH-en 455
TH-ja 43
TH-th 3739
TH-eu 24
TH-ht 3
TH-tl 28
TH-pl 1
TH-ar 10
TH-ru 6
TH-ro 1
TH-fi 3
TH-ko 17
TJ-en 2
TJ-ru 1
TK-in 1
TK-fi 1
TK-ht 1
TL-en 2
TM-tr 1
TM-ru 2
TN-und 10
TN-en 15
TN-it 2
TN-tl 1
TN-fr 21
TN-ar 21
TN-pt 1
TO-fr 1
TR-sl 7
TR-fi 7
TR-sv 5
TR-hu 4
TR-cy 4
TR-th 1
TR-in 78
TR-tr 9793
TR-en 449
TR-de 12
TR-und 731
TR-lv 23
TR-ru 8
TR-fr 15
TR-pl 4
TR-et 32
TR-no 4
TR-nl 10
TR-pt 14
TR-tl 23
TR-ja 2
TR-es 21
TR-ht 11
TR-ko 3
TR-cs 3
TR-hi 1
TR-eu 9
TR-is 2
TR-it 4
TR-ar 61
TR-da 8
TR-ro 14
TR-fa 1
TT-ht 1
TT-tl 1
TT-und 9
TT-it 1
TT-es 1
TT-en 115
TW-fi 2
TW-th 6
TW-ru 1
TW-pt 1
TW-de 3
TW-es 4
TW-lt 1
TW-ja 78
TW-en 59
TW-zh 115
TW-und 18
TW-in 12
TW-tl 6
TW-sv 1
TW-vi 1
TW-ko 3
TZ-it 2
TZ-fr 9
TZ-tl 17
TZ-hi 2
TZ-nl 1
TZ-lt 1
TZ-ht 2
TZ-pt 13
TZ-und 28
TZ-de 1
TZ-pl 4
TZ-et 2
TZ-ro 1
TZ-cy 3
TZ-eu 2
TZ-cs 1
TZ-en 54
TZ-es 3
TZ-in 25
UA-bg 1
UA-pl 4
UA-pt 2
UA-cs 1
UA-und 52
UA-fr 1
UA-lt 1
UA-ro 1
UA-in 1
UA-sr 3
UA-uk 126
UA-da 1
UA-es 3
UA-vi 1
UA-eu 1
UA-tr 4
UA-en 51
UA-zh 1
UA-it 1
UA-et 1
UA-ru 396
UA-ar 3
UG-et 1
UG-es 1
UG-tr 1
UG-pl 1
UG-tl 1
UG-en 122
UG-und 11
UG-in 1
UM-en 1
US-el 3
US-is 16
US-ur 11
US-lt 30
US-tr 96
US-und 8837
US-fa 32
US-ar 216
US-hu 19
US-in 287
US-ne 2
US-fi 43
US-no 47
US-ru 60
US-vi 4
US-sl 8
US-am 1
US-uk 2
US-eu 24
US-ro 25
US-iw 5
US-et 97
US-th 34
US-lv 13
US-sr 2
US-en 98840
US-sv 53
US-es 1579
US-nl 97
US-ta 1
US-cs 22
US-it 123
US-cy 52
US-ja 130
US-ht 316
US-zh 50
US-pl 56
US-fr 298
US-hi 25
US-da 56
US-ko 25
US-tl 320
US-de 108
US-pt 427
UY-tl 1
UY-nl 2
UY-fr 5
UY-en 38
UY-lt 1
UY-ro 1
UY-und 112
UY-it 10
UY-et 3
UY-pt 38
UY-es 1192
UY-in 4
UY-eu 1
UZ-und 3
UZ-en 3
UZ-fi 1
UZ-ru 5
UZ-es 1
VA-pt 1
VA-en 3
VA-it 2
VA-tl 1
VA-und 3
VC-und 2
VC-in 1
VC-en 23
VE-tl 5
VE-es 1755
VE-it 8
VE-hi 1
VE-ro 3
VE-is 1
VE-in 9
VE-pt 22
VE-cs 2
VE-hu 1
VE-et 4
VE-en 72
VE-fr 5
VE-eu 1
VE-de 2
VE-tr 1
VE-lt 1
VE-fi 2
VE-und 167
VE-ht 4
VG-fr 1
VG-und 1
VG-en 4
VI-en 6
VN-zh 3
VN-in 2
VN-fr 1
VN-th 2
VN-tl 2
VN-de 1
VN-ko 2
VN-und 26
VN-pt 1
VN-ja 10
VN-en 72
VN-cs 1
VN-vi 53
VN-fi 4
WS-en 1
XK-et 1
XK-fr 1
XK-tl 1
XK-tr 3
XK-es 1
XK-pl 1
XK-fi 2
XK-da 2
XK-ht 1
XK-en 13
XK-in 6
XK-th 1
XK-und 7
YE-und 1
YE-en 1
YE-ar 31
YT-ro 1
ZA-no 4
ZA-und 444
ZA-sv 2
ZA-pt 18
ZA-tr 20
ZA-sl 8
ZA-fr 7
ZA-it 5
ZA-ar 2
ZA-da 6
ZA-cs 3
ZA-ro 9
ZA-fi 8
ZA-hi 8
ZA-eu 2
ZA-cy 8
ZA-en 2577
ZA-pl 16
ZA-ht 31
ZA-de 5
ZA-es 22
ZA-in 135
ZA-ur 1
ZA-nl 23
ZA-tl 86
ZA-lv 5
ZA-et 17
ZM-cy 1
ZM-tl 1
ZM-fr 1
ZM-ht 1
ZM-fi 1
ZM-und 5
ZM-en 53
ZM-eu 1
ZM-in 1
ZW-fr 1
ZW-in 1
ZW-und 15
ZW-tl 1
ZW-en 80
xx-te 1196
xx-iw 4058
xx-fi 13008
xx-kn 1026
xx-ne 5689
xx-sl 4210
xx-lt 6143
xx-hy 351
xx-bg 2794
xx-el 25415
xx-ug 10
xx-si 449
xx-pa 312
xx-km 245
xx-ur 30072
xx-ckb 413
xx-bn 2957
xx-ka 213
xx-vi 9181
xx-my 969
xx-ps 219
xx-hu 6703
xx-sr 3135
xx-lv 5432
xx-bo 12
xx-is 3745
xx-zh 67852
xx-cs 11966
xx-eu 10143
xx-sv 23138
xx-gu 2289
xx-ht 32543
xx-ro 10603
xx-da 11866
xx-et 31757
xx-no 10271
xx-mr 2298
xx-de 105559
xx-ml 1898
xx-ta 15251
xx-sd 88
xx-or 137
xx-lo 54
xx-it 136692
xx-th 937486
xx-cy 9522
xx-pl 62456
xx-uk 8953
xx-ru 180997
xx-dv 33
xx-tl 332647
xx-nl 63393
xx-fa 31926
xx-tr 622475
xx-hi 115022
xx-am 129
xx-fr 456401
xx-pt 1360323
xx-in 438278
xx-und 1636669
xx-null 9481659
xx-ja 5155817
xx-ko 1487642
xx-es 2261867
xx-ar 1960090
xx-en 8074825
