country,issue,month,rate
UG,climate change,2017-11,19.0
UA,climate change,2017-11,1.0
AE,climate change,2017-11,8.0
GB,climate change,2017-11,7.0
US,climate change,2017-11,7.0
UY,climate change,2017-11,8.0
VE,climate change,2017-11,6.0
VN,climate change,2017-11,4.0
ZW,climate change,2017-11,23.0
AF,climate change,2017-11,0.0
AX,climate change,2017-11,0.0
AL,climate change,2017-11,0.0
AS,climate change,2017-11,0.0
AD,climate change,2017-11,0.0
AO,climate change,2017-11,0.0
AI,climate change,2017-11,0.0
AG,climate change,2017-11,0.0
AM,climate change,2017-11,0.0
AW,climate change,2017-11,0.0
AZ,climate change,2017-11,0.0
BS,climate change,2017-11,0.0
BH,climate change,2017-11,0.0
BB,climate change,2017-11,0.0
BY,climate change,2017-11,0.0
BZ,climate change,2017-11,0.0
BJ,climate change,2017-11,0.0
BM,climate change,2017-11,0.0
BT,climate change,2017-11,0.0
BA,climate change,2017-11,0.0
BW,climate change,2017-11,0.0
BV,climate change,2017-11,0.0
IO,climate change,2017-11,0.0
VG,climate change,2017-11,0.0
BN,climate change,2017-11,0.0
BG,climate change,2017-11,0.0
BF,climate change,2017-11,0.0
BI,climate change,2017-11,0.0
KH,climate change,2017-11,0.0
CV,climate change,2017-11,0.0
BQ,climate change,2017-11,0.0
KY,climate change,2017-11,0.0
CF,climate change,2017-11,0.0
TD,climate change,2017-11,0.0
CX,climate change,2017-11,0.0
CC,climate change,2017-11,0.0
KM,climate change,2017-11,0.0
CG,climate change,2017-11,0.0
CD,climate change,2017-11,0.0
CK,climate change,2017-11,0.0
HR,climate change,2017-11,0.0
CU,climate change,2017-11,0.0
CW,climate change,2017-11,0.0
CY,climate change,2017-11,0.0
DJ,climate change,2017-11,0.0
DM,climate change,2017-11,0.0
GQ,climate change,2017-11,0.0
ER,climate change,2017-11,0.0
EE,climate change,2017-11,0.0
FK,climate change,2017-11,0.0
FO,climate change,2017-11,0.0
GF,climate change,2017-11,0.0
PF,climate change,2017-11,0.0
TF,climate change,2017-11,0.0
GA,climate change,2017-11,0.0
GM,climate change,2017-11,0.0
GE,climate change,2017-11,0.0
GI,climate change,2017-11,0.0
GL,climate change,2017-11,0.0
GD,climate change,2017-11,0.0
GP,climate change,2017-11,0.0
GU,climate change,2017-11,0.0
GG,climate change,2017-11,0.0
GN,climate change,2017-11,0.0
GW,climate change,2017-11,0.0
GY,climate change,2017-11,0.0
HT,climate change,2017-11,0.0
HM,climate change,2017-11,0.0
IS,climate change,2017-11,0.0
IQ,climate change,2017-11,0.0
IM,climate change,2017-11,0.0
IL,climate change,2017-11,2.0
JE,climate change,2017-11,0.0
JO,climate change,2017-11,0.0
KI,climate change,2017-11,0.0
XK,climate change,2017-11,0.0
KW,climate change,2017-11,0.0
KG,climate change,2017-11,0.0
LA,climate change,2017-11,0.0
LV,climate change,2017-11,0.0
LB,climate change,2017-11,0.0
LS,climate change,2017-11,0.0
LR,climate change,2017-11,0.0
LY,climate change,2017-11,0.0
LI,climate change,2017-11,0.0
LT,climate change,2017-11,0.0
LU,climate change,2017-11,0.0
MO,climate change,2017-11,0.0
MK,climate change,2017-11,0.0
MG,climate change,2017-11,0.0
MW,climate change,2017-11,0.0
MV,climate change,2017-11,0.0
ML,climate change,2017-11,0.0
MT,climate change,2017-11,0.0
MH,climate change,2017-11,0.0
MQ,climate change,2017-11,0.0
MR,climate change,2017-11,0.0
MU,climate change,2017-11,0.0
YT,climate change,2017-11,0.0
FM,climate change,2017-11,0.0
MD,climate change,2017-11,0.0
MC,climate change,2017-11,0.0
MN,climate change,2017-11,0.0
ME,climate change,2017-11,0.0
MS,climate change,2017-11,0.0
MZ,climate change,2017-11,0.0
MM,climate change,2017-11,0.0
NA,climate change,2017-11,0.0
NR,climate change,2017-11,0.0
NC,climate change,2017-11,0.0
NE,climate change,2017-11,0.0
NU,climate change,2017-11,0.0
NF,climate change,2017-11,0.0
KP,climate change,2017-11,0.0
MP,climate change,2017-11,0.0
OM,climate change,2017-11,0.0
PW,climate change,2017-11,0.0
PS,climate change,2017-11,0.0
PG,climate change,2017-11,0.0
PY,climate change,2017-11,0.0
PN,climate change,2017-11,0.0
PR,climate change,2017-11,0.0
QA,climate change,2017-11,0.0
RE,climate change,2017-11,0.0
RO,climate change,2017-11,0.0
RW,climate change,2017-11,0.0
WS,climate change,2017-11,0.0
SM,climate change,2017-11,0.0
ST,climate change,2017-11,0.0
SN,climate change,2017-11,0.0
RS,climate change,2017-11,0.0
SC,climate change,2017-11,0.0
SL,climate change,2017-11,0.0
SX,climate change,2017-11,0.0
SK,climate change,2017-11,0.0
SI,climate change,2017-11,0.0
SB,climate change,2017-11,0.0
SO,climate change,2017-11,0.0
GS,climate change,2017-11,0.0
SS,climate change,2017-11,0.0
LK,climate change,2017-11,0.0
BL,climate change,2017-11,0.0
KN,climate change,2017-11,0.0
LC,climate change,2017-11,0.0
MF,climate change,2017-11,0.0
PM,climate change,2017-11,0.0
VC,climate change,2017-11,0.0
SD,climate change,2017-11,0.0
SR,climate change,2017-11,0.0
SJ,climate change,2017-11,0.0
SZ,climate change,2017-11,0.0
SY,climate change,2017-11,0.0
TJ,climate change,2017-11,0.0
TL,climate change,2017-11,0.0
TG,climate change,2017-11,0.0
TK,climate change,2017-11,0.0
TO,climate change,2017-11,0.0
TT,climate change,2017-11,0.0
TN,climate change,2017-11,0.0
TM,climate change,2017-11,0.0
TC,climate change,2017-11,0.0
TV,climate change,2017-11,0.0
VI,climate change,2017-11,0.0
UM,climate change,2017-11,0.0
UZ,climate change,2017-11,0.0
VU,climate change,2017-11,0.0
VA,climate change,2017-11,0.0
WF,climate change,2017-11,0.0
EH,climate change,2017-11,0.0
YE,climate change,2017-11,0.0
ZM,climate change,2017-11,0.0
DZ,protected area,2017-11,2.0
AR,protected area,2017-11,14.0
AU,protected area,2017-11,2.0
AT,protected area,2017-11,2.0
BD,protected area,2017-11,1.0
BY,protected area,2017-11,3.0
BZ,protected area,2017-11,100.0
BO,protected area,2017-11,73.0
BR,protected area,2017-11,1.0
BG,protected area,2017-11,5.0
CA,protected area,2017-11,4.0
CL,protected area,2017-11,3.0
CO,protected area,2017-11,8.0
CR,protected area,2017-11,15.0
HR,protected area,2017-11,7.0
CZ,protected area,2017-11,7.0
DK,protected area,2017-11,3.0
DO,protected area,2017-11,52.0
EC,protected area,2017-11,49.0
EG,protected area,2017-11,1.0
SV,protected area,2017-11,40.0
EE,protected area,2017-11,12.0
FR,protected area,2017-11,1.0
DE,protected area,2017-11,2.0
GR,protected area,2017-11,1.0
GT,protected area,2017-11,19.0
GY,protected area,2017-11,0.0
HN,protected area,2017-11,45.0
HK,protected area,2017-11,5.0
HU,protected area,2017-11,4.0
IN,protected area,2017-11,1.0
ID,protected area,2017-11,2.0
IR,protected area,2017-11,4.0
IT,protected area,2017-11,0.0
JP,protected area,2017-11,0.0
KE,protected area,2017-11,4.0
LT,protected area,2017-11,7.0
MY,protected area,2017-11,2.0
MX,protected area,2017-11,30.0
MZ,protected area,2017-11,13.0
NP,protected area,2017-11,14.0
NL,protected area,2017-11,0.0
NZ,protected area,2017-11,2.0
NI,protected area,2017-11,17.0
NO,protected area,2017-11,1.0
PK,protected area,2017-11,1.0
PA,protected area,2017-11,37.0
PE,protected area,2017-11,53.0
PH,protected area,2017-11,5.0
PL,protected area,2017-11,3.0
PT,protected area,2017-11,6.0
RO,protected area,2017-11,5.0
RU,protected area,2017-11,1.0
SG,protected area,2017-11,3.0
SK,protected area,2017-11,8.0
ZA,protected area,2017-11,4.0
KR,protected area,2017-11,1.0
ES,protected area,2017-11,2.0
SE,protected area,2017-11,1.0
CH,protected area,2017-11,4.0
TW,protected area,2017-11,10.0
TZ,protected area,2017-11,10.0
TH,protected area,2017-11,1.0
TR,protected area,2017-11,1.0
UA,protected area,2017-11,1.0
AE,protected area,2017-11,2.0
GB,protected area,2017-11,2.0
US,protected area,2017-11,1.0
UY,protected area,2017-11,29.0
VE,protected area,2017-11,2.0
VN,protected area,2017-11,5.0
ZW,protected area,2017-11,0.0
AF,protected area,2017-11,0.0
AX,protected area,2017-11,0.0
AL,protected area,2017-11,0.0
AS,protected area,2017-11,0.0
AD,protected area,2017-11,0.0
AO,protected area,2017-11,0.0
AI,protected area,2017-11,0.0
AG,protected area,2017-11,0.0
AM,protected area,2017-11,0.0
AW,protected area,2017-11,0.0
AZ,protected area,2017-11,0.0
BS,protected area,2017-11,0.0
BH,protected area,2017-11,0.0
BB,protected area,2017-11,0.0
BE,protected area,2017-11,1.0
BJ,protected area,2017-11,0.0
BM,protected area,2017-11,0.0
BT,protected area,2017-11,0.0
BA,protected area,2017-11,0.0
BW,protected area,2017-11,0.0
BV,protected area,2017-11,0.0
IO,protected area,2017-11,0.0
VG,protected area,2017-11,0.0
BN,protected area,2017-11,0.0
BF,protected area,2017-11,0.0
BI,protected area,2017-11,0.0
KH,protected area,2017-11,6.0
CM,protected area,2017-11,15.0
CV,protected area,2017-11,0.0
BQ,protected area,2017-11,0.0
KY,protected area,2017-11,0.0
CF,protected area,2017-11,0.0
TD,protected area,2017-11,0.0
CN,protected area,2017-11,11.0
CX,protected area,2017-11,0.0
CC,protected area,2017-11,0.0
KM,protected area,2017-11,0.0
CG,protected area,2017-11,0.0
CD,protected area,2017-11,0.0
CK,protected area,2017-11,0.0
CI,protected area,2017-11,0.0
CU,protected area,2017-11,0.0
CW,protected area,2017-11,0.0
CY,protected area,2017-11,0.0
DJ,protected area,2017-11,0.0
DM,protected area,2017-11,0.0
GQ,protected area,2017-11,0.0
ER,protected area,2017-11,0.0
ET,protected area,2017-11,10.0
FK,protected area,2017-11,0.0
FO,protected area,2017-11,0.0
FJ,protected area,2017-11,44.0
FI,protected area,2017-11,0.0
GF,protected area,2017-11,0.0
PF,protected area,2017-11,0.0
TF,protected area,2017-11,0.0
GA,protected area,2017-11,0.0
GM,protected area,2017-11,0.0
GE,protected area,2017-11,4.0
GH,protected area,2017-11,5.0
GI,protected area,2017-11,0.0
GL,protected area,2017-11,0.0
GD,protected area,2017-11,0.0
GP,protected area,2017-11,0.0
GU,protected area,2017-11,0.0
GG,protected area,2017-11,0.0
GN,protected area,2017-11,0.0
GW,protected area,2017-11,0.0
HT,protected area,2017-11,0.0
HM,protected area,2017-11,0.0
IS,protected area,2017-11,0.0
IQ,protected area,2017-11,0.0
IE,protected area,2017-11,0.0
IM,protected area,2017-11,0.0
IL,protected area,2017-11,0.0
JM,protected area,2017-11,24.0
JE,protected area,2017-11,0.0
JO,protected area,2017-11,0.0
KZ,protected area,2017-11,0.0
KI,protected area,2017-11,0.0
XK,protected area,2017-11,0.0
KW,protected area,2017-11,0.0
KG,protected area,2017-11,0.0
LA,protected area,2017-11,0.0
LV,protected area,2017-11,0.0
LB,protected area,2017-11,0.0
LS,protected area,2017-11,0.0
LR,protected area,2017-11,0.0
LY,protected area,2017-11,0.0
LI,protected area,2017-11,0.0
LU,protected area,2017-11,0.0
MO,protected area,2017-11,0.0
MK,protected area,2017-11,0.0
MG,protected area,2017-11,0.0
MW,protected area,2017-11,0.0
MV,protected area,2017-11,0.0
ML,protected area,2017-11,0.0
MT,protected area,2017-11,15.0
MH,protected area,2017-11,0.0
MQ,protected area,2017-11,0.0
MR,protected area,2017-11,0.0
MU,protected area,2017-11,0.0
YT,protected area,2017-11,0.0
FM,protected area,2017-11,0.0
MD,protected area,2017-11,0.0
MC,protected area,2017-11,0.0
MN,protected area,2017-11,0.0
ME,protected area,2017-11,0.0
MS,protected area,2017-11,0.0
MA,protected area,2017-11,0.0
MM,protected area,2017-11,0.0
NA,protected area,2017-11,0.0
NR,protected area,2017-11,0.0
NC,protected area,2017-11,0.0
NE,protected area,2017-11,0.0
NG,protected area,2017-11,2.0
NU,protected area,2017-11,0.0
NF,protected area,2017-11,0.0
KP,protected area,2017-11,0.0
MP,protected area,2017-11,0.0
OM,protected area,2017-11,0.0
PW,protected area,2017-11,0.0
PS,protected area,2017-11,0.0
PG,protected area,2017-11,0.0
PY,protected area,2017-11,7.0
PN,protected area,2017-11,0.0
PR,protected area,2017-11,0.0
QA,protected area,2017-11,0.0
RE,protected area,2017-11,0.0
RW,protected area,2017-11,0.0
WS,protected area,2017-11,0.0
SM,protected area,2017-11,0.0
ST,protected area,2017-11,0.0
SA,protected area,2017-11,0.0
SN,protected area,2017-11,0.0
RS,protected area,2017-11,0.0
SC,protected area,2017-11,0.0
SL,protected area,2017-11,0.0
SX,protected area,2017-11,0.0
SI,protected area,2017-11,0.0
SB,protected area,2017-11,0.0
SO,protected area,2017-11,0.0
GS,protected area,2017-11,0.0
SS,protected area,2017-11,0.0
LK,protected area,2017-11,0.0
BL,protected area,2017-11,0.0
SH,protected area,2017-11,3.0
KN,protected area,2017-11,0.0
LC,protected area,2017-11,0.0
MF,protected area,2017-11,0.0
PM,protected area,2017-11,0.0
VC,protected area,2017-11,0.0
SD,protected area,2017-11,0.0
SR,protected area,2017-11,0.0
SJ,protected area,2017-11,0.0
SZ,protected area,2017-11,0.0
SY,protected area,2017-11,0.0
TJ,protected area,2017-11,0.0
TL,protected area,2017-11,0.0
TG,protected area,2017-11,0.0
TK,protected area,2017-11,0.0
TO,protected area,2017-11,0.0
TT,protected area,2017-11,0.0
TN,protected area,2017-11,0.0
TM,protected area,2017-11,0.0
TC,protected area,2017-11,0.0
TV,protected area,2017-11,0.0
VI,protected area,2017-11,0.0
UG,protected area,2017-11,0.0
UM,protected area,2017-11,0.0
UZ,protected area,2017-11,0.0
VU,protected area,2017-11,0.0
VA,protected area,2017-11,0.0
WF,protected area,2017-11,0.0
EH,protected area,2017-11,0.0
YE,protected area,2017-11,0.0
ZM,protected area,2017-11,0.0
DZ,ecosystem service,2017-11,0.0
AR,ecosystem service,2017-11,1.0
AU,ecosystem service,2017-11,3.0
AT,ecosystem service,2017-11,4.0
BE,ecosystem service,2017-11,5.0
BR,ecosystem service,2017-11,5.0
CA,ecosystem service,2017-11,5.0
CL,ecosystem service,2017-11,2.0
CO,ecosystem service,2017-11,21.0
DK,ecosystem service,2017-11,1.0
EC,ecosystem service,2017-11,15.0
FI,ecosystem service,2017-11,7.0
FR,ecosystem service,2017-11,2.0
DE,ecosystem service,2017-11,2.0
GH,ecosystem service,2017-11,12.0
HN,ecosystem service,2017-11,10.0
IN,ecosystem service,2017-11,2.0
ID,ecosystem service,2017-11,0.0
IR,ecosystem service,2017-11,1.0
IE,ecosystem service,2017-11,3.0
IL,ecosystem service,2017-11,0.0
IT,ecosystem service,2017-11,2.0
JP,ecosystem service,2017-11,1.0
KE,ecosystem service,2017-11,3.0
MY,ecosystem service,2017-11,2.0
MX,ecosystem service,2017-11,5.0
NP,ecosystem service,2017-11,20.0
NL,ecosystem service,2017-11,3.0
NZ,ecosystem service,2017-11,6.0
NO,ecosystem service,2017-11,3.0
PK,ecosystem service,2017-11,1.0
PG,ecosystem service,2017-11,100.0
PE,ecosystem service,2017-11,12.0
PH,ecosystem service,2017-11,2.0
PL,ecosystem service,2017-11,1.0
PT,ecosystem service,2017-11,3.0
SG,ecosystem service,2017-11,5.0
ZA,ecosystem service,2017-11,3.0
KR,ecosystem service,2017-11,1.0
ES,ecosystem service,2017-11,2.0
LK,ecosystem service,2017-11,4.0
SE,ecosystem service,2017-11,22.0
CH,ecosystem service,2017-11,3.0
TW,ecosystem service,2017-11,3.0
TZ,ecosystem service,2017-11,9.0
TH,ecosystem service,2017-11,2.0
UG,ecosystem service,2017-11,15.0
GB,ecosystem service,2017-11,3.0
US,ecosystem service,2017-11,4.0
AF,ecosystem service,2017-11,0.0
AX,ecosystem service,2017-11,0.0
AL,ecosystem service,2017-11,0.0
AS,ecosystem service,2017-11,0.0
AD,ecosystem service,2017-11,0.0
AO,ecosystem service,2017-11,0.0
AI,ecosystem service,2017-11,0.0
AG,ecosystem service,2017-11,0.0
AM,ecosystem service,2017-11,0.0
AW,ecosystem service,2017-11,0.0
AZ,ecosystem service,2017-11,0.0
BS,ecosystem service,2017-11,0.0
BH,ecosystem service,2017-11,0.0
BD,ecosystem service,2017-11,3.0
BB,ecosystem service,2017-11,0.0
BY,ecosystem service,2017-11,0.0
BZ,ecosystem service,2017-11,0.0
BJ,ecosystem service,2017-11,0.0
BM,ecosystem service,2017-11,0.0
BT,ecosystem service,2017-11,0.0
BO,ecosystem service,2017-11,0.0
BA,ecosystem service,2017-11,0.0
BW,ecosystem service,2017-11,0.0
BV,ecosystem service,2017-11,0.0
IO,ecosystem service,2017-11,0.0
VG,ecosystem service,2017-11,0.0
BN,ecosystem service,2017-11,0.0
BG,ecosystem service,2017-11,0.0
BF,ecosystem service,2017-11,0.0
BI,ecosystem service,2017-11,0.0
KH,ecosystem service,2017-11,0.0
CM,ecosystem service,2017-11,0.0
CV,ecosystem service,2017-11,0.0
BQ,ecosystem service,2017-11,0.0
KY,ecosystem service,2017-11,0.0
CF,ecosystem service,2017-11,0.0
TD,ecosystem service,2017-11,0.0
CN,ecosystem service,2017-11,0.0
CX,ecosystem service,2017-11,0.0
CC,ecosystem service,2017-11,0.0
KM,ecosystem service,2017-11,0.0
CG,ecosystem service,2017-11,0.0
CD,ecosystem service,2017-11,0.0
CK,ecosystem service,2017-11,0.0
CR,ecosystem service,2017-11,7.0
CI,ecosystem service,2017-11,0.0
HR,ecosystem service,2017-11,0.0
CU,ecosystem service,2017-11,0.0
CW,ecosystem service,2017-11,0.0
CY,ecosystem service,2017-11,0.0
CZ,ecosystem service,2017-11,0.0
DJ,ecosystem service,2017-11,0.0
DM,ecosystem service,2017-11,0.0
DO,ecosystem service,2017-11,4.0
EG,ecosystem service,2017-11,1.0
SV,ecosystem service,2017-11,0.0
GQ,ecosystem service,2017-11,0.0
ER,ecosystem service,2017-11,0.0
EE,ecosystem service,2017-11,0.0
ET,ecosystem service,2017-11,32.0
FK,ecosystem service,2017-11,0.0
FO,ecosystem service,2017-11,0.0
FJ,ecosystem service,2017-11,0.0
GF,ecosystem service,2017-11,0.0
PF,ecosystem service,2017-11,0.0
TF,ecosystem service,2017-11,0.0
GA,ecosystem service,2017-11,0.0
GM,ecosystem service,2017-11,0.0
GE,ecosystem service,2017-11,0.0
GI,ecosystem service,2017-11,0.0
GR,ecosystem service,2017-11,0.0
GL,ecosystem service,2017-11,0.0
GD,ecosystem service,2017-11,0.0
GP,ecosystem service,2017-11,0.0
GU,ecosystem service,2017-11,0.0
GT,ecosystem service,2017-11,0.0
GG,ecosystem service,2017-11,0.0
GN,ecosystem service,2017-11,0.0
GW,ecosystem service,2017-11,0.0
GY,ecosystem service,2017-11,0.0
HT,ecosystem service,2017-11,0.0
HM,ecosystem service,2017-11,0.0
HK,ecosystem service,2017-11,5.0
HU,ecosystem service,2017-11,0.0
IS,ecosystem service,2017-11,0.0
IQ,ecosystem service,2017-11,0.0
IM,ecosystem service,2017-11,0.0
JM,ecosystem service,2017-11,0.0
JE,ecosystem service,2017-11,0.0
JO,ecosystem service,2017-11,0.0
KZ,ecosystem service,2017-11,0.0
KI,ecosystem service,2017-11,0.0
XK,ecosystem service,2017-11,0.0
KW,ecosystem service,2017-11,0.0
KG,ecosystem service,2017-11,0.0
LA,ecosystem service,2017-11,0.0
LV,ecosystem service,2017-11,0.0
LB,ecosystem service,2017-11,0.0
LS,ecosystem service,2017-11,0.0
LR,ecosystem service,2017-11,0.0
LY,ecosystem service,2017-11,0.0
LI,ecosystem service,2017-11,0.0
LT,ecosystem service,2017-11,0.0
LU,ecosystem service,2017-11,0.0
MO,ecosystem service,2017-11,0.0
MK,ecosystem service,2017-11,0.0
MG,ecosystem service,2017-11,0.0
MW,ecosystem service,2017-11,0.0
MV,ecosystem service,2017-11,0.0
ML,ecosystem service,2017-11,0.0
MT,ecosystem service,2017-11,0.0
MH,ecosystem service,2017-11,0.0
MQ,ecosystem service,2017-11,0.0
MR,ecosystem service,2017-11,0.0
MU,ecosystem service,2017-11,0.0
YT,ecosystem service,2017-11,0.0
FM,ecosystem service,2017-11,0.0
MD,ecosystem service,2017-11,0.0
MC,ecosystem service,2017-11,0.0
MN,ecosystem service,2017-11,0.0
ME,ecosystem service,2017-11,0.0
MS,ecosystem service,2017-11,0.0
MA,ecosystem service,2017-11,0.0
MZ,ecosystem service,2017-11,0.0
MM,ecosystem service,2017-11,0.0
NA,ecosystem service,2017-11,0.0
NR,ecosystem service,2017-11,0.0
NC,ecosystem service,2017-11,0.0
NI,ecosystem service,2017-11,0.0
NE,ecosystem service,2017-11,0.0
NG,ecosystem service,2017-11,2.0
NU,ecosystem service,2017-11,0.0
NF,ecosystem service,2017-11,0.0
KP,ecosystem service,2017-11,0.0
MP,ecosystem service,2017-11,0.0
OM,ecosystem service,2017-11,0.0
PW,ecosystem service,2017-11,0.0
PS,ecosystem service,2017-11,0.0
PA,ecosystem service,2017-11,15.0
PY,ecosystem service,2017-11,0.0
PN,ecosystem service,2017-11,0.0
PR,ecosystem service,2017-11,0.0
QA,ecosystem service,2017-11,0.0
RE,ecosystem service,2017-11,0.0
RO,ecosystem service,2017-11,0.0
RU,ecosystem service,2017-11,0.0
RW,ecosystem service,2017-11,0.0
WS,ecosystem service,2017-11,0.0
SM,ecosystem service,2017-11,0.0
ST,ecosystem service,2017-11,0.0
SA,ecosystem service,2017-11,0.0
SN,ecosystem service,2017-11,0.0
RS,ecosystem service,2017-11,0.0
SC,ecosystem service,2017-11,0.0
SL,ecosystem service,2017-11,0.0
SX,ecosystem service,2017-11,0.0
SK,ecosystem service,2017-11,0.0
SI,ecosystem service,2017-11,0.0
SB,ecosystem service,2017-11,0.0
SO,ecosystem service,2017-11,0.0
GS,ecosystem service,2017-11,0.0
SS,ecosystem service,2017-11,0.0
BL,ecosystem service,2017-11,0.0
SH,ecosystem service,2017-11,5.0
KN,ecosystem service,2017-11,0.0
LC,ecosystem service,2017-11,0.0
MF,ecosystem service,2017-11,0.0
PM,ecosystem service,2017-11,0.0
VC,ecosystem service,2017-11,0.0
SD,ecosystem service,2017-11,0.0
SR,ecosystem service,2017-11,0.0
SJ,ecosystem service,2017-11,0.0
SZ,ecosystem service,2017-11,0.0
SY,ecosystem service,2017-11,0.0
TJ,ecosystem service,2017-11,0.0
TL,ecosystem service,2017-11,0.0
TG,ecosystem service,2017-11,0.0
TK,ecosystem service,2017-11,0.0
TO,ecosystem service,2017-11,0.0
TT,ecosystem service,2017-11,0.0
TN,ecosystem service,2017-11,0.0
TR,ecosystem service,2017-11,0.0
TM,ecosystem service,2017-11,0.0
TC,ecosystem service,2017-11,0.0
TV,ecosystem service,2017-11,0.0
VI,ecosystem service,2017-11,0.0
UA,ecosystem service,2017-11,0.0
AE,ecosystem service,2017-11,2.0
UM,ecosystem service,2017-11,0.0
UY,ecosystem service,2017-11,0.0
UZ,ecosystem service,2017-11,0.0
VU,ecosystem service,2017-11,0.0
VA,ecosystem service,2017-11,0.0
VE,ecosystem service,2017-11,0.0
VN,ecosystem service,2017-11,0.0
WF,ecosystem service,2017-11,0.0
EH,ecosystem service,2017-11,0.0
YE,ecosystem service,2017-11,0.0
ZM,ecosystem service,2017-11,0.0
ZW,ecosystem service,2017-11,22.0
DZ,biodiversity,2017-10,29.0
AR,biodiversity,2017-10,19.0
AU,biodiversity,2017-10,17.0
AT,biodiversity,2017-10,3.0
BD,biodiversity,2017-10,8.0
BE,biodiversity,2017-10,10.0
BO,biodiversity,2017-10,40.0
BR,biodiversity,2017-10,11.0
CM,biodiversity,2017-10,47.0
CA,biodiversity,2017-10,16.0
CL,biodiversity,2017-10,19.0
CO,biodiversity,2017-10,48.0
CR,biodiversity,2017-10,41.0
CZ,biodiversity,2017-10,3.0
DK,biodiversity,2017-10,6.0
DO,biodiversity,2017-10,40.0
EC,biodiversity,2017-10,79.0
SV,biodiversity,2017-10,54.0
ET,biodiversity,2017-10,37.0
FI,biodiversity,2017-10,5.0
FR,biodiversity,2017-10,11.0
DE,biodiversity,2017-10,3.0
GH,biodiversity,2017-10,22.0
GT,biodiversity,2017-10,24.0
HN,biodiversity,2017-10,29.0
HK,biodiversity,2017-10,10.0
IN,biodiversity,2017-10,18.0
ID,biodiversity,2017-10,29.0
IR,biodiversity,2017-10,2.0
IE,biodiversity,2017-10,11.0
IT,biodiversity,2017-10,6.0
JP,biodiversity,2017-10,2.0
JO,biodiversity,2017-10,12.0
KE,biodiversity,2017-10,14.0
MY,biodiversity,2017-10,8.0
MX,biodiversity,2017-10,100.0
MA,biodiversity,2017-10,5.0
NP,biodiversity,2017-10,31.0
NL,biodiversity,2017-10,4.0
NZ,biodiversity,2017-10,13.0
NG,biodiversity,2017-10,7.0
NO,biodiversity,2017-10,10.0
PK,biodiversity,2017-10,11.0
PA,biodiversity,2017-10,43.0
PE,biodiversity,2017-10,49.0
PH,biodiversity,2017-10,22.0
PL,biodiversity,2017-10,4.0
PT,biodiversity,2017-10,17.0
RU,biodiversity,2017-10,2.0
SA,biodiversity,2017-10,2.0
SG,biodiversity,2017-10,9.0
ZA,biodiversity,2017-10,18.0
KR,biodiversity,2017-10,8.0
ES,biodiversity,2017-10,6.0
LK,biodiversity,2017-10,11.0
SE,biodiversity,2017-10,16.0
CH,biodiversity,2017-10,7.0
TW,biodiversity,2017-10,4.0
TH,biodiversity,2017-10,14.0
TR,biodiversity,2017-10,4.0
UA,biodiversity,2017-10,2.0
AE,biodiversity,2017-10,6.0
GB,biodiversity,2017-10,6.0
US,biodiversity,2017-10,10.0
UY,biodiversity,2017-10,12.0
VE,biodiversity,2017-10,34.0
VN,biodiversity,2017-10,4.0
ZM,biodiversity,2017-10,95.0
AF,biodiversity,2017-10,0.0
AX,biodiversity,2017-10,0.0
AL,biodiversity,2017-10,0.0
AS,biodiversity,2017-10,0.0
AD,biodiversity,2017-10,0.0
AO,biodiversity,2017-10,0.0
AI,biodiversity,2017-10,0.0
AG,biodiversity,2017-10,0.0
AM,biodiversity,2017-10,0.0
AW,biodiversity,2017-10,0.0
AZ,biodiversity,2017-10,0.0
BS,biodiversity,2017-10,0.0
BH,biodiversity,2017-10,0.0
BB,biodiversity,2017-10,0.0
BY,biodiversity,2017-10,0.0
BZ,biodiversity,2017-10,0.0
BJ,biodiversity,2017-10,0.0
BM,biodiversity,2017-10,0.0
BT,biodiversity,2017-10,0.0
BA,biodiversity,2017-10,0.0
BW,biodiversity,2017-10,0.0
BV,biodiversity,2017-10,0.0
IO,biodiversity,2017-10,0.0
VG,biodiversity,2017-10,0.0
BN,biodiversity,2017-10,0.0
BG,biodiversity,2017-10,0.0
BF,biodiversity,2017-10,0.0
BI,biodiversity,2017-10,0.0
KH,biodiversity,2017-10,0.0
CV,biodiversity,2017-10,0.0
BQ,biodiversity,2017-10,0.0
KY,biodiversity,2017-10,0.0
CF,biodiversity,2017-10,0.0
TD,biodiversity,2017-10,0.0
CN,biodiversity,2017-10,0.0
CX,biodiversity,2017-10,0.0
CC,biodiversity,2017-10,0.0
KM,biodiversity,2017-10,0.0
CG,biodiversity,2017-10,0.0
CD,biodiversity,2017-10,0.0
CK,biodiversity,2017-10,0.0
CI,biodiversity,2017-10,0.0
HR,biodiversity,2017-10,0.0
CU,biodiversity,2017-10,0.0
CW,biodiversity,2017-10,0.0
CY,biodiversity,2017-10,0.0
DJ,biodiversity,2017-10,0.0
DM,biodiversity,2017-10,0.0
EG,biodiversity,2017-10,0.0
GQ,biodiversity,2017-10,0.0
ER,biodiversity,2017-10,0.0
EE,biodiversity,2017-10,0.0
FK,biodiversity,2017-10,0.0
FO,biodiversity,2017-10,0.0
FJ,biodiversity,2017-10,0.0
GF,biodiversity,2017-10,0.0
PF,biodiversity,2017-10,0.0
TF,biodiversity,2017-10,0.0
GA,biodiversity,2017-10,0.0
GM,biodiversity,2017-10,0.0
GE,biodiversity,2017-10,0.0
